mid,sum
1553,"""Underneath"" is about a man who returns to his hometown and becomes entangled in a dangerous web of deception and betrayal, involving a local casino."
1554,Safe Passage is about a mother who embarks on a journey to reunite her scattered sons during a crisis.
1555,"""Secret Adventures of Tom Thumb"" is about a tiny hero's thrilling and mysterious escapades in a strange world."
1556,Condition Red is a film.
1557,Yankee Zulu is about childhood friends reuniting and experiencing humorous adventures as adults.
1558,Aparajito is a 1956 movie.
1559,Hostile Intentions is about a young woman caught in a dangerous game of deception with a mysterious stalker.
1560,Clean Slate is about a police chief in a corrupt society who questions his role in maintaining law and order.
1561,"Tigrero: A Film That Was Never Made (1994) is about the unrealized project ""Tigrero"" by director Sam Fuller as documented by Mika Kaurismäki, delving into their journey to the Brazilian jungle and the challenges they faced in bringing the film to fruition."
1562,"Eye of Vichy is about the Vichy regime during WWII, using archival footage and interviews."
1563,The Promise is a movie released in 1994.
1564,"To Cross the Rubicon is about a group facing life-changing decisions, with unpredictable consequences and moral dilemmas."
1565,Daens is a historical drama film.
1566,"""Man from Down Under, The"" is about an Australian sheepman's adventurous journey to America with his loyal sheepdog."
1567,"""Careful"" is a surreal film set in a Swiss village, where inhabitants fear an avalanche. It delves into their lives, desires, and secrets, offering a visually stunning and introspective look at the human psyche."
1568,"""Vermont Is For Lovers"" is a film released in 1992."
1569,Life is Rosey is about Jean's pursuit of happiness amidst unemployment and financial difficulties.
1570,Quartier Mozart is a movie released in 1992.
1571,"Touki Bouki is about the journey of two young individuals in Senegal, as they strive for a better life amidst themes of identity, rebellion, and freedom."
1572,"Wend Kuuni is about a film named ""God's Gift"" in 1982."
1573,"Spirits of the Dead is about three eerie and atmospheric segments based on Edgar Allan Poe's dark tales, exploring themes of madness, guilt, and death."
1574,"""Pharaoh's Army"" is about Union soldiers facing challenges in Confederate territory during the Civil War."
1575,"I, Worst of All is about the life of a poet and nun named Sor Juana Inés de la Cruz, who defies societal norms and faces personal and social conflicts in a male-dominated society."
1576,"Hungarian Fairy Tale, A (1987) is a movie."
1577,Death in the Garden is a film by Luis Buñuel.
1578,La Collectionneuse is a film from 1967.
1579,"""Baton Rouge"" is a drama film."
1580,"Liebelei is about a forbidden romance in Vienna with tragic consequences, exploring love, desire, and societal expectations."
1581,"""The Woman in Question"" is a gripping suspense film set in post-war Italy, where a murder trial unfolds with an uncertain killer."
1583,"The Invitation is about a group of friends at a dinner party in Poland, where tensions and secrets surface, creating a gripping and suspenseful atmosphere."
1584,"""La Symphonie pastorale"" is about a pastor's moral dilemmas after adopting a blind girl."
1585,American Dream is about the pursuit of the American Dream.
1586,Lashou shentan is a 1992 movie.
1587,"Terror in a Texas Town is about a small town's battle against a powerful landowner, leading to gripping and action-filled events."
1588,Salut cousin! is a French comedy-drama film directed by Merzak Allouache.
1589,Schizopolis is about exploring identity and communication through interconnected absurd situations in a thought-provoking and humorous way.
1590,"""To Have, or Not"" (1995) delves into the intricacies of relationships, as a youthful couple grapples with commitment and the fear of possibilities. This thought-provoking drama examines the essence of love and the quest for contentment."
1591,Duoluo tianshi is a 1995 movie.
1592,Magic Hour is a movie about mysteries and wonders.
1541,"Beans of Egypt, Maine is a drama film."
1593,"Death in Brunswick is about a timid chef named Carl who gets caught up in a web of crime, love, and loyalty, ultimately confronting his own fears and choices."
1594,"""Everest"" is about two expeditions battling harsh conditions and personal demons while striving to conquer Mount Everest."
1595,Shopping is about car theft and thrill-seeking youth culture.
1596,Nemesis 2: Nebula is a sci-fi film.
1598,"City of Industry is about a retired criminal seeking revenge for his brother's murder, delving into the dark and treacherous world of organized crime."
1599,Someone Else's America is a movie released in 1995.
1600,"Guantanamera is about a journey to transport a deceased woman's remains across Cuba, exploring love, death, and the clash between tradition and modernity in Cuban society."
1528,"""Nowhere"" is about chaotic lives of LA teenagers, revolving around relationships and existential search for meaning."
1601,Office Killer is a thriller film.
1602,"""Price Above Rubies"" is about Sonia's journey to find her own voice and passions, breaking free from the constraints of her Orthodox Jewish community in New York City."
1295,Kicked in the Head is a movie.
1454,"""Angel and the Badman"" is a classic American Western film."
1604,He Walked by Night is a crime film.
1605,Love Serenade is a film.
1606,Deceiver is about a psychological thriller.
1607,Hurricane Streets is a dramatic film about life's challenges.
1608,"""Buddy"" is about the extraordinary bond between a gorilla and his human family, showcasing the challenges and triumphs they face together."
935,"Paradise Road is about women in a WWII internment camp forming an orchestra, showcasing resilience and the power of music."
1610,"Truth or Consequences, N.M. is a 1997 movie."
1440,"Above the Rim is about a talented basketball player facing inner city obstacles, torn between loyalty and personal ambition."
1612,The Leading Man is a 1996 film.
1613,Tokyo Fist is a film.
1616,"""Desert Winds"" is a movie released in 1995."
973,Grateful Dead is about the influential American rock band's impact and live performances.
1237,"Twisted is about a detective's entanglement in a complex murder case, revealing dark secrets and shocking revelations."
1527,Senseless is a comedic film about a man's humorous misadventures.
1618,King of New York is a crime thriller film.
1620,The Sixth Man is about a ghost of a basketball player who helps his team win games and reconcile with his grieving brother.
1621,Butterfly Kiss is a 1995 movie.
1622,"""Paris, France"" is about the lives and relationships of characters in the romantic city, exploring love, dreams, and personal struggles."
1623,"La Cérémonie is about a twisted relationship between two women and their involvement in a shocking crime, exploring themes of class conflict and identity."
1624,Hush is about a woman trapped in a deadly game after her husband disappears.
1625,"Nightwatch is about a law student turned night watchman who uncovers sinister events at a morgue, leading to a supernatural battle between good and evil."
1609,B*A*P*S is a comedy film released in 1997.
1615,Warriors of Virtue is about a teenager transported to a mystical world where he joins martial arts-trained kangaroos to battle an evil warlord.
1465,Last Summer in the Hamptons is a 1995 film.
1285,Princess Caraboo is about a woman who pretends to be a princess in a small English community.
1626,Nobody Loves Me is about Vera's journey to find love and acceptance in a society that constantly rejects her.
1436,Mr. Jones is a film.
1628,Lamerica is about an Italian con artist assuming the identity of an Albanian immigrant in post-communist Albania.
1631,Slingshot is a movie released in 1993.
1634,Etz Hadomim Tafus is a Hebrew-language drama film.
1636,"""Brothers in Trouble"" is a movie released in 1995."
1639,"Bitter Sugar (Azucar Amargo) is a drama film depicting the struggles of a Cuban couple in the 1990s, facing poverty, corruption, and government restrictions while pursuing their dreams."
1642,"Some Mother's Son is about Northern Irish women protesting for their sons' rights during ""The Troubles""."
1643,"""Angel Baby"" is a drama film."
1644,Sudden Manhattan is a mystery film.
1645,Butcher Boy is about a troubled young boy in 1960s Ireland whose imagination helps him cope with a dysfunctional family and an oppressive society.
1648,"Niagara, Niagara is a drama film."
1650,"""Butcher Boy"" is about a troubled Irish boy navigating his dysfunctional family and harsh environment, exploring mental health and the consequences of violence."
1651,The Spanish Prisoner is a mystery film.
1597,"Romper Stomper is about a violent youth gang's clash with immigrants, showcasing the tragic consequences of hatred and extremism."
1654,"""Chairman of the Board"" is a comedy film."
1655,The Favor is a romantic comedy film.
1617,Hugo Pool is a film.
1497,"Line King: Al Hirschfeld, The is a documentary about the life and art of Al Hirschfeld, a renowned American artist known for his distinctive line drawings of performers."
1659,"""Getting Away With Murder"" is a mystery thriller released in 1996."
1660,"Small Faces is about three brothers in 1960s Glasgow who face violence, romance, and crime amidst their coming of age."
1661,"The New Age is about an affluent couple in Los Angeles who, discontent with their materialistic lifestyle, search for fulfillment and meaning, exploring relationships, consumerism, and the pursuit of happiness."
1652,"Temptress Moon is about a family saga set in the 1920s, where two cousins find themselves embroiled in a complex web of love, betrayal, and revenge, navigating a changing society and facing the consequences of their desires."
1096,"""Commandments"" is a film."
1417,The Turning is a thriller film.
1658,"The Substance of Fire is about a Holocaust survivor, Isaac Geldhart, who tries to keep his publishing house alive by focusing on publishing books about the tragedy. Amid his struggle, his relationships with family and colleagues are strained, showcasing the impact of loss and resilience."
1662,"""Rough Magic"" is a mystery film."
1663,"Nothing Personal is about a small town and the intertwined lives of its characters, exploring human emotions and personal growth."
1664,"""8 Heads in a Duffel Bag"" is about a hitman who mistakenly ends up with a bag containing eight severed heads, leading to chaos and dark comedy."
1665,"A Brother's Kiss is about the intricate bond between two brothers in Brooklyn, delving into themes of family, loyalty, and survival amidst a gritty urban setting."
1666,Ripe is a drama film from 1996.
1669,MURDER and murder is a film made in 1996.
1671,Further Gesture is a movie released in 1996.
1629,"Nico Icon is about the iconic German singer and actress, Nico, and her impact on the counterculture movement of the 1960s."
1672,Kika is a 1993 film.
1674,Mamma Roma is a drama film.
1676,"The War at Home is about a Vietnam War veteran's difficult transition to civilian life, shedding light on the impact of war and addressing issues like PTSD and family dynamics."
1678,Mat' i syn is a 1997 movie.
1680,Sliding Doors is about the protagonist's parallel lives and how small choices can shape their fate.
1448,My Favorite Season is a drama film.
1656,Little City is a 1998 film.
1582,"T-Men is about treasury agents going undercover to dismantle a counterfeit money ring, facing danger and gathering evidence in a thrilling crime drama."
1653,"Entertaining Angels: The Dorothy Day Story is about the inspiring transformation of Dorothy Day into a social justice advocate, her founding of the Catholic Worker Movement, and her lifelong commitment to helping the poor and challenging societal norms."
1646,Men With Guns is a film.
987,Underworld is a movie.
677,Fire on the Mountain is a 1996 movie.
857,"Paris Was a Woman is about the impactful women who shaped the cultural scene in early 20th century Paris through their literature, art, and feminism."
1156,Cyclo is about a Vietnamese rickshaw driver caught in Saigon's underworld.
1236,"Other Voices, Other Rooms is a mystery drama film."
1310,"""A Walk in the Sun"" is about American soldiers on a mission during WWII and the psychological toll of war."
1447,Century is a movie released in 1993.
1457,"""Love Is All There Is"" is a light-hearted romantic comedy."
1460,"""Sleepover"" is about a group of teenage girls on an adventurous mission to retrieve a stolen teddy bear during a laughter-filled overnight sleepover."
1507,"Three Lives and Only One Death follows characters grappling with desire, identity, and mortality."
1510,Mad Dog Time is a movie.
1520,The Fear is a thriller film.
1521,Mr. Wonderful is a film.
1538,All Over Me is a drama film.
1543,Johns is a 1996 film.
1550,"Destiny Turns on the Radio is about an escaped prisoner, Johnny Destiny, who becomes involved in a series of unconventional events while searching for love and redemption."
1603,Angela is a drama film.
1611,Intimate Relations is a drama film.
1614,The Reluctant Debutante is about a young woman's journey into the world of high society.
1619,All Things Fair is a 1996 movie.
1627,The Wife is a 1995 movie.
1630,Silence of the Palace is a drama film.
1632,"Land and Freedom is about a British communist joining the Republican militia in the Spanish Civil War, confronting political ideologies and the horrors of battle."
1633,Cold Fever is a 1994 Icelandic film directed by Fridrik Thor Fridriksson.
1635,"Two Friends is about the deep and complex bond between two friends, exploring themes of loyalty, personal growth, and the struggles in maintaining a long-lasting friendship."
1637,Girls Town is a film.
1638,"Normal Life is about a couple's crime spree that escalates, putting their relationship and choices to the test."
1640,"The Eighth Day is about an unlikely friendship between a businessman and a man with Down syndrome, as they challenge societal norms and transform each other's lives."
1641,Dadetown is a movie released in 1995.
1647,Hana-bi (1997) is about a troubled police officer named Nishi who finds solace in friendship and painting amidst personal and professional challenges.
1649,"The Big One is about Michael Moore investigating corporate downsizing and its effects on American workers, highlighting the challenges faced by the working class."
1657,"""Target"" (1995) is about a retired Marine sniper who protects a woman targeted by an international conspiracy, facing deception and skilled assassins along the way."
1667,The Next Step is about an engaging journey with an intriguing storyline.
1668,Wedding Bell Blues is a light-hearted romantic comedy.
1670,"Tainted is about corruption and deception, taking audiences on a thrilling journey full of unexpected twists."
1673,"""Mirage"" is about a man's quest to uncover the truth behind his distorted perception, leading him into a web of deception and conspiracy."
1675,The Sunchaser is a 1996 film.
1677,Sweet Nothing is a drama film.
1679,B. Monkey is a movie.
1681,"""You So Crazy"" is a 1994 comedy film."
1682,"Scream of Stone is about rival climbers attempting a perilous expedition to conquer a mystical peak, facing physical challenges and inner conflicts."
